artifact_id,museum_no,designation,publications_key,publications_type,publications_exact_ref,publications_comment,provenience,period,dates,collections,genres,materials,artifact_type,height,thickness,width,weight,elevation,excavation_no,findspot_square,findspot_comments,stratigraphic_level,surface_preservation,condition_description,artifact_preservation,languages,written_in,archive,composite_no,composites,seal_no,seals,accession_no,cdli_comments,artifact_comments,provenience_comments,is_provenience_uncertain,period_comments,is_period_uncertain,artifact_type_comments,is_artifact_type_uncertain,seal_information,is_school_text,alternative_years,external_resources,external_resources_key,genres_comment,genres_uncertain,languages_uncertain,materials_aspect,materials_color,materials_uncertain,retired,has_fragments,is_artifact_fake,redirect_artifact_id,retired_comments
3452,"IM 133958,8","IM 133958,8",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,25.0,13.0,6.0,,,"W 20044,44h","Nc XVI,4","zwischen den kaputten Riemchen, dicht hinter der Wasserrinne auf der IVer Mauer",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3453,"IM 133959","IM 133959",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,26.0,12.0,29.0,,,"W 20044,48","Nc XVI,5","Mitte, unter dem Schutt",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3454,"IM 133960","IM 133960",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,,,,,,"W 20044,49","Nc XVI,5","zwischen Lehmziegeln auf der Mauer /zerbrochene Libn/",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3455,"IM 133691,2","IM 133691,2",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,24.0,17.0,44.0,,,"W 20044,50","Nc XVI,5","zwischen Lehmziegeln auf der Mauer /zerbrochene Libn/",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3456,"HD: W 20044,51","ATU 7, pl. 035, W 20044,51",Englund2001ATU7,primary,"pl. 35, W 20044,51","54x46x22 - Nc XVI,5 - auf tabuk der Mauer - Abrechnung über Getreiderationen für Sklavinnen.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,54.0,22.0,46.0,,,"W 20044,51","Nc XVI,5","auf tabuk der Mauer",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3457,"HD: W 20044,52","ATU 7, pl. 035, W 20044,52",Englund2001ATU7,primary,"pl. 35, W 20044,52","57x41x21 - s. W 20044,51.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,57.0,21.0,41.0,,,"W 20044,52","Nc XVI,5","auf tabuk der Mauer",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3458,"IM 065123","IM 065123",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,40.0,0.0,28.0,,,"W 20044,53","Nc XVI,5","auf tabuk der Mauer",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3459,"HD: W 20044,54","ATU 7, pl. 035, W 20044,54",Englund2001ATU7,primary,"pl. 35, W 20044,54","78x53x20 - Nc XVI,5 - zwischen Lehmziegeln auf der Mauer (zerbrochene libn).","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,78.0,20.0,53.0,,,"W 20044,54","Nc XVI,5","zwischen Lehmziegeln auf der Mauer /zerbrochene Libn/",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3461,"IM 133963","IM 133963",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,29.0,15.0,24.0,,,"W 20044,57","Nc XVI,5","zwischen Lehmziegeln der Mauer",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3462,"HD: W 20044,58","ATU 7, pl. 036, W 20044,58","Englund1998OBO160/1; Englund2001ATU7; Nissen1991FrüheSchrift","history; primary; history","p. 62 fig. 19; pl. 36, W 20044,58; p. 77, no. 10.3","copy; 90x47x19 - s. W 20044,54 - Frühe Schrift, S. 77, Nr. 10.3 - R. Englund, OBO 160/1, 62 fig. 19 - vermutlich eine Übungstafel.; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,90.0,19.0,47.0,,,"W 20044,58","Nc XVI,5","zwischen Lehmziegeln der Mauer",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3463,"HD: W 20044,59","ATU 7, pl. 036, W 20044,59",Englund2001ATU7,primary,"pl. 36, W 20044,59","48x35x17 - Nc XVI,4 - im Schutt neben der Flaschenanlage - gesiegelte Tafel.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,48.0,17.0,35.0,,,"W 20044,59","Nc XVI,4","im Schutt neben der Flaschenanlage",,,,,undetermined,,,,,,S999999,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3464,"HD: W 20044,60","ATU 7, pl. 036, W 20044,60",Englund2001ATU7,primary,"pl. 36, W 20044,60","34x29x11 - s. W 20044,59.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,34.0,11.0,29.0,,,"W 20044,60","Nc XVI,4","im Schutt neben der Flaschenanlage",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3465,"HD: W 20044,61","ATU 7, pl. 036, W 20044,61",Englund2001ATU7,primary,"pl. 36, W 20044,61","94x79x22 - Nc XVI,5 - im Schutt zwischen Lehmziegeln der Mauer bei der Wasserrinne - Schriftstufe Uruk III - Abrechnung, deren erhaltener Teil eine große Anzahl von Biergefäßen verzeichnet.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,94.0,22.0,79.0,,,"W 20044,61","Nc XVI,5","im Schutt zwischen Lehmziegeln der Mauer bei der Wasserrinne",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3466,"HD: W 20050,a","ATU 7, pl. 036, W 20050,a",Englund2001ATU7,primary,"pl. 36, W 20050,a","65x40x19 - ? - Oberfläche jenseits des Osthügels.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,65.0,19.0,40.0,,,"W 20050,a",?,"Oberfläche jenseits des Osthügels",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3467,"IM 134070","IM 134070",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,53.0,18.0,35.0,,,"W 20213,4e","Nd XVII,1","im Loch im plankonvexen Mauerwerk, das innen vor der Außenmauer liegt, ca. 1,40m von dieser entfernt.",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3468,"IM 067534","IM 067534","Englund1998OBO160/1; Friberg1997AfO44","history; history","p. 116 fig. 39; 9","copy; discussion of text","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,49.0,24.0,42.0,,,"W 20214,1","Nc XVI,5","im Schutt neben Gemdet Nasr-Mauer, ca.1.50 m über dem großen Hof",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3469,"IM 134071","IM 134071",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,33.0,21.0,43.0,,,"W 20214,2","Nc XVI,5","im Schutt neben Gemdet Nasr-Mauer, ca.1.50 m über dem großen Hof",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3470,"IM 134072","IM 134072",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,56.0,31.0,51.0,,,"W 20214,3","Nc XVI,5","im Schutt neben Gemdet Nasr-Mauer, ca.1.50 m über dem großen Hof",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3471,"HD: W 20214,4+","ATU 7, pl. 037, W 20214,4+",Englund2001ATU7,primary,"pl. 37, W 20214,4+","130x110x48 (?) - Nc XVI,5 - im Schutt neben Djemdet Nasr-Mauer, ca. 1,5 m über dem großen Hof - Uruk III? - der Join dreier Fragmente aus Heidelberg und Bagdad kann zur Zeit nicht überprüft werden - W20214,4 = IM 64891 (nicht kollationiert) hat die Maße 89x87x","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,86.0,0.0,111.0,,,"W 20214,4 + W 20214,6 + W 20214,7","Nc XVI,5","im Schutt neben Gemdet Nasr-Mauer, ca.1.50 m über dem großen Hof",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3472,"HD: W 20214,5","ATU 7, pl. 038, W 20214,5",Englund2001ATU7,primary,"pl. 38, W 20214,5","59x32x30 - s. W 20214,4+.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,59.0,30.0,32.0,,,"W 20214,5","Nc XVI,5","im Schutt neben Gemdet Nasr-Mauer, ca.1.50 m über dem großen Hof",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3475,"HD: W 20214,8","ATU 7, pl. 038, W 20214,8",Englund2001ATU7,primary,"pl. 38, W 20214,8","41x23x21 - s. W 20214,4+.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,41.0,21.0,23.0,,,"W 20214,8","Nc XVI,5","im Schutt neben Gemdet Nasr-Mauer, ca.1.50 m über dem großen Hof",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3476,"HD: W 20214,9","ATU 7, pl. 038, W 20214,9",Englund2001ATU7,primary,"pl. 38, W 20214,9","36x37x21 - s. W 20214,4+.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,36.0,21.0,37.0,,,"W 20214,9","Nc XVI,5","im Schutt neben Gemdet Nasr-Mauer, ca.1.50 m über dem großen Hof",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3477,"HD: W 20223","ATU 7, pl. 038, W 20223",Englund2001ATU7,primary,"pl. 38, W 20223","48x53x16 - De XIV,2 - im Brandschutt auf der Gründung aus quadratischen Lehmziegeln - Schultafel?","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,48.0,16.0,53.0,,,"W 20223","De XIV,2","im Brandschutt auf der Gründung aus quadr. Lehmziegeln",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3478,"IM 134078","IM 134078",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,36.0,11.0,37.0,,,"W 20233,1","Ne XVII,1","45 cm unter Oberfläche",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3479,"IM 134079","IM 134079",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,27.0,13.0,31.0,,,"W 20233,2","Ne XVII,1","45 cm unter Oberfläche",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3480,"HD: W 20236,1","ATU 7, pl. 038, W 20236,1",Englund2001ATU7,primary,"pl. 38, W 20236,1","40x35x14 - Nc XVI,5 - West-Grenze, auf obersten erhaltenen Lehmziegeln (Riemchen) oberhalb der Kanäle - gesiegelte Tafel - Uruk III oder Ur-archaisch (Frühdynastisch I).","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,40.0,14.0,35.0,,,"W 20236,1","Nc XVI,5","West-Grenze, auf obersten erhaltenen Lehmziegeln /Riemchen/ oberhalb der Kanäle",,,,,undetermined,,,,,,S999999,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3481,"HD: W 20236,2","ATU 7, pl. 038, W 20236,2",Englund2001ATU7,primary,"pl. 38, W 20236,2","17x29x11 - s. W 20236,1.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,17.0,11.0,29.0,,,"W 20236,2","Nc XVI,5","West-Grenze, auf obersten erhaltenen Lehmziegeln /Riemchen/ oberhalb der Kanäle",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3482,"HD: W 20237","ATU 7, pl. 038, W 20237",Englund2001ATU7,primary,"pl. 38, W 20237","31x44x20 - Nc XVI,3 - bei Abflußkanälen im Loch in der zerstörten Hofeinschließung von Uruk IV - Uruk III.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,31.0,20.0,44.0,,,"W 20237","Nc XVI,3","bei Abflußkanälen im Loch in der erstörten Hofeinschließung von Uruk IV",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3483,"HD: W 20238","ATU 7, pl. 039, W 20238",Englund2001ATU7,primary,"pl. 39, W 20238","47x46x15 - Nb XVI,5 - unmittelbar neben Innenkante der Lehmziegelmauer - Uruk III.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,47.0,15.0,46.0,,,"W 20238","Nb XVI,5","unmittelbar neben Innenkante der Lehmziegelmauer",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3484,"HD: W 20239","ATU 7, pl. 039, W 20239","Damerow1991; Englund2001ATU7; sec1719; sec1720","history; primary; history; history","p. 698; pl. 39, W 20239; ; ","(photo); 64x46x25 - Nc XVI,5 - im Schutt südlich vom obersten Abflußbecken über den Lehmziegeln des neubabylonischen Hauses - Uruk IV - H. Nissen, Inter. Science Reviews 10 (1985) 359 - P. Damerow, R. Englund und H. Nissen, Spektrum der Wissenschaft, Februar 1988, 8 - g; ; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,64.0,25.0,46.0,,,"W 20239","Nc XVI,5","im Schutt südlich vom obersten Abflußbecken über den Lehmziegeln des neubabylonischen Hauses",,,,,undetermined,,,,,,S999999,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3485,"IM 134083","IM 134083",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,36.0,30.0,36.0,,,"W 20240","Nd XVII,1 / XVI,5","im Schutt unter Egibi-Haus",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3486,"IM —","W 20241",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,48.0,22.0,52.0,,,"W 20241","Nd XVII,2","unmittelbar unter der Ober.... im Brandschutt dicht bei den Töpferöfen",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3487,"IM —","ATU 3, pl. 083, W 20242",Englund1993ATU3,primary,"pl. 83, W 20242","37x47x24 - Practice 17 - Ne XVII,2, ca. 50 cm unter Oberfläche - da der Text für ATU 2 irrtümlich als lexikalisch eingestuft wurde, wurde er nur in Kopie, nicht aber im Glossar aufgenommen.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,37.0,24.0,47.0,,,"W 20242","Ne XVII,2","ca.50 cm unter Oberfläche",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,,""" Text category: -1617; Foreign ID: LSL 17""",0,0,,,0,0,0,0,,
3488,"IM —","W 20243,1",,,,,"Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,51.0,22.0,63.0,,,"W 20243,1","Nb XVI,5","in losem Schutt unter Brandschicht",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3490,"IM 134084","IM 134084",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,23.0,11.0,27.0,,,"W 20243,3","Nb XVI,5","in losem Schutt unter Brandschicht",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3491,"HD: W 20244","ATU 7, pl. 039, W 20244",Englund2001ATU7,primary,"pl. 39, W 20244","53x38x22 - Nb XVI,5 - im Schutt innerhalb des großen Hofes - Uruk IV.","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,53.0,22.0,38.0,,,"W 20244","Nb XVI,5","im Schutt innerhalb des großen Hofes",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3492,"IM 067375","IM 067375","Nissen1986WorldArchaeology17; sec1722","history; history","1986, 322 Vs. (p); ","; ","Uruk (mod. Warka)","Uruk IV (ca. 3350-3200 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,71.0,25.0,50.0,,,"W 20245","Nb XVI,5","Hofauffüllung in Höhe der obersten tabuk-Reihe oberhalb der Stufen",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3493,"IM 067376","IM 067376",sec1724,history,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,77.0,19.0,52.0,,,"W 20246,1","Mc XVI,5 / XVII,1","in Abräumschutt der obersten kleinen Uruk III-Häuser, oberhalb der Hofmauer",,,,,undetermined,,,,,,S999999,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3494,"HD: W 20246,2","ATU 7, pl. 039, W 20246,2",Englund2001ATU7,primary,"pl. 39, W 20246,2","59x44x17 - Nc XVI,5 / XVII,1 - im Abräumschutt der obersten kleinen Uruk III-Häuser, oberhalb der Hofmauer - Uruk IV.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,59.0,17.0,44.0,,,"W 20246,2","Nc XVI,5 / XVII,1","im Abräumschutt der obersten kleinen Uruk III-Häuser, oberhalb der Hofmauer",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3495,"HD: W 20246,3","ATU 7, pl. 039, W 20246,3",Englund2001ATU7,primary,"pl. 39, W 20246,3","62x41x19 - s. W 20246,2.","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"German Archaeological Institute, Berlin, Germany",Administrative,clay,tablet,62.0,19.0,41.0,,,"W 20246,3","Nc XVI,5 / XVII,1","im Abräumschutt der obersten kleinen Uruk III-Häuser, oberhalb der Hofmauer",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3496,"IM 134257","IM 134257",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,52.0,17.0,64.0,,,"W 20266,165","Nd XVII,1","zwischen den beiden frühdynastischen Mauern, Außenmauer und der davorliegenden Parallelmauer// t.a.q. Frühdyn. 2.Phase",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,,"""Archaic Practice (witness) Text category: 16; Foreign ID: LSL 31""",0,0,,,0,0,0,0,,
3497,"IM 134258","IM 134258",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,41.0,16.0,29.0,,,"W 20266,166","Nd XVII,1","zwischen den beiden frühdynastischen Mauern, Außenmauer und der davorliegenden Parallelmauer// t.a.q. Frühdyn. 2.Phase",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,,"""Archaic Practice (witness) Text category: 16; Foreign ID: LSL 32""",0,0,,,0,0,0,0,,
3498,"IM 134259","IM 134259",,,,,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,61.0,18.0,44.0,,,"W 20266,167","Nd XVII,1","zwischen den beiden frühdynastischen Mauern, Außenmauer und der davorliegenden Parallelmauer// t.a.q. Frühdyn. 2.Phase",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,,"""Archaic Practice (witness) Text category: 16; Foreign ID: LSL 33""",0,0,,,0,0,0,0,,
3499,"IM —","W 20274,001","BagM2catalogue; Englund1998OBO160/1; Green1987ATU2; Nissen1986WorldArchaeology17","history; history; history; history","; p. 147 fig. 50; pl. 18; 1986, 322 obv. (p)","; copy; obv. (p, c); ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,89.0,21.0,82.0,,,"W 20274,001","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3500,"IM —","CDLJ 2009/4 §3.6.1","BagM2catalogue; Englund1998OBO160/1; EnglundCDLJ2009/4; Green1987ATU2; Nissen1986WorldArchaeology17; sec1731","history; history; primary; history; history; history","; p. 177 fig. 65; §3.6.1; pl. 18; 1986, 325g obv. not identified; ","; ; ; obv. (p, c); ; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,83.0,18.0,58.0,,,"W 20274,002","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3501,"IM —","W 20274,003","Green1980husbandry; Green1987ATU2","history; history","p. 22 06; pl. 18","; (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,70.0,16.0,50.0,,,"W 20274,003","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3502,"IM 067381","IM 067381",Green1987ATU2,history,"pl. 19","obv. (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,79.0,0.0,70.0,,,"W 20274,004","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3503,"IM —","W 20274,005","Englund1998OBO160/1; Green1981cuneiform; Green1987ATU2","history; history; history","p. 137 fig. 47; p. 355; pl. 19","copy; ; (p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,77.0,19.0,54.0,,,"W 20274,005","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3504,"IM —","W 20274,006","Englund1998OBO160/1; Green1987ATU2","history; history","p. 162 fig. 57; pl. 19","copy; ","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,66.0,0.0,41.0,,,"W 20274,006","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3505,"IM —","W 20274,007",Green1987ATU2,history,"pl. 20","(p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,56.0,17.0,39.0,,,"W 20274,007","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3506,"IM —","W 20274,008",Green1987ATU2,history,"pl. 20",obv.,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,63.0,15.0,39.0,,,"W 20274,008","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3507,"IM —","W 20274,009",Green1987ATU2,history,"pl. 20","(p, c)","Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,77.0,19.0,56.0,,,"W 20274,009","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
3508,"IM —","W 20274,010",Green1987ATU2,history,"pl. 20",,"Uruk (mod. Warka)","Uruk III (ca. 3200-3000 BC)",,"National Museum of Iraq, Baghdad, Iraq",Administrative,clay,tablet,62.0,17.0,42.0,,,"W 20274,010","Nc XVII,1","neben Sickerschacht unter den obersten Riemchen und der obersten adale// t.a.q. IIIa",,,,,undetermined,,,,,,,,,,,0,,0,,0,,0,,,," ",0,0,,,0,0,0,0,,
